KEY,EMG,IMU
10719,478,9.83
10720,476,9.82
10721,464,9.82
10722,483,9.81
10723,483,9.79
10724,469,9.8
10725,499,9.82
10726,503,9.8
10727,487,9.8
10728,468,9.82
10729,459,9.83
10730,502,9.82
10731,506,9.8
10732,504,9.8
10733,479,9.8
10734,476,9.79
10735,477,9.82
10736,497,9.8
10737,501,9.8
10738,492,9.79
10739,476,9.84
10740,487,9.81
10741,506,9.81
10742,549,9.82
10743,516,9.86
10744,520,9.8
10745,514,9.79
10746,487,9.82
10747,484,9.82
10748,500,9.83
10749,503,9.79
10750,500,9.79
10751,489,9.8
10752,546,9.81
10753,491,9.82
10754,485,9.84
10755,481,9.84
10756,497,9.83
10757,502,9.8
10758,457,9.81
10759,549,9.81
10760,526,9.79
10761,510,9.81
10762,482,9.81
10763,477,9.82
10764,476,9.78
10765,528,9.83
10766,492,9.8
10767,505,9.83
10768,504,9.81
10769,491,9.86
10770,491,9.82
10771,452,9.82
10772,477,9.81
10773,470,9.82
10774,479,9.81
10775,467,9.82
10776,475,9.81
10777,505,9.84
10778,499,9.81
10779,512,9.82
10780,512,9.86
10781,489,9.77
10782,551,9.82
10783,514,9.83
10784,494,9.81
10785,510,9.83
10786,521,9.82
10787,523,9.78
10788,518,9.8
10789,495,9.81
10790,503,9.78
10791,507,9.8
10792,505,9.78
10793,504,9.82
10794,501,9.82
10795,481,9.81
10796,486,9.8
10797,502,9.83
10798,517,9.78
10799,520,9.81
10800,547,9.81
10801,516,9.8
10802,510,9.82
10803,485,9.82
10804,478,9.83
10805,473,9.8
10806,551,9.8
10807,529,9.83
10808,517,9.8
10809,464,9.82
10810,489,9.81
10811,519,9.83
10812,512,9.8
10813,483,9.8
10814,491,9.82
10815,489,9.79
10816,512,9.82
10817,501,9.79
10818,499,9.83
10819,488,9.83
10820,500,9.83
10821,521,9.84
10822,512,9.82
10823,510,9.84
10824,491,9.83
10825,497,9.81
10826,508,9.86
10827,505,9.81
10828,480,9.8
10829,493,9.83
10830,490,9.8
10831,515,9.81
10832,488,9.83
10833,491,9.82
10834,473,9.8
10835,490,9.82
10836,508,9.83
10837,490,9.85
10838,507,9.82
10839,502,9.82
10840,480,9.82
10841,485,9.83
10842,509,9.82
10843,480,9.81
10844,523,9.82
10845,516,9.82
10846,507,9.79
10847,513,9.83
10848,500,9.83
10849,518,9.83
10850,517,9.81
10851,485,9.84
10852,506,9.83
10853,502,9.82
10854,505,9.85
10855,479,9.81
10856,478,9.78
10857,468,9.83
10858,501,9.79
10859,487,9.79
10860,473,9.82
10861,485,9.83
10862,469,9.83
10863,474,9.81
10864,448,9.81
10865,511,9.82
10866,490,9.79
10867,495,9.78
10868,504,9.81
10869,467,9.79
10870,485,9.83
10871,468,9.83
10872,482,9.8
10873,501,9.82
10874,488,9.81
10875,469,9.8
10876,465,9.81
10877,494,9.8
10878,488,9.83
10879,506,9.8
10880,497,9.83
10881,470,9.84
10882,498,9.82
10883,500,9.78
10884,510,9.83
10885,481,9.83
10886,489,9.81
10887,497,9.82
10888,512,9.8
10889,503,9.82
10890,505,9.77
10891,481,9.85
10892,517,9.82
10893,495,9.81
10894,505,9.81
10895,483,9.85
10896,489,9.81
10897,481,9.81
10898,499,9.8
10899,503,9.79
10900,508,9.78
10901,482,9.81
10902,502,9.83
10903,499,9.82
10904,504,9.81
10905,475,9.79
10906,481,9.8
10907,498,9.8
10908,458,9.8
10909,536,9.78
10910,503,9.8
10911,484,9.78
10912,500,9.81
10913,485,9.79
10914,493,9.82
10915,522,9.82
10916,520,9.8
10917,496,9.78
10918,488,9.8
10919,474,9.83
10920,507,9.82
10921,486,9.82
10922,497,9.85
10923,482,9.81
10924,466,9.79
10925,464,9.81
10926,495,9.8
10927,495,9.8
10928,510,9.82
10929,526,9.8
10930,525,9.81
10931,511,9.82
10932,514,9.82
10933,486,9.8
10934,505,9.82
10935,499,9.82
10936,510,9.81
10937,484,9.81
10938,498,9.81
10939,494,9.81
10940,495,9.81
10941,487,9.84
10942,499,9.82
10943,498,9.82
10944,482,9.81
10945,489,9.81
10946,499,9.78
10947,482,9.81
10948,485,9.83
10949,480,9.79
10950,485,9.81
10951,517,9.81
10952,509,9.8
10953,502,9.8
10954,478,9.81
10955,481,9.83
10956,469,9.81
10957,529,9.82
10958,483,9.82
10959,465,9.78
10960,487,9.79
10961,471,9.81
10962,463,9.84
10963,462,9.83
10964,493,9.81
10965,484,9.86
10966,492,9.81
10967,493,9.83
10968,478,9.81
10969,467,9.8
10970,496,9.84
10971,500,9.82
10972,509,9.78
10973,492,9.81
10974,430,9.79
10975,509,9.79
10976,505,9.77
10977,489,9.83
10978,484,9.83
10979,548,9.82
10980,514,9.83
10981,518,9.81
10982,485,9.83
10983,488,9.82
10984,513,9.79
10985,496,9.83
10986,473,9.88
10987,492,9.79
10988,480,9.79
10989,466,9.82
10990,459,9.79
10991,491,9.83
10992,497,9.84
10993,476,9.81
10994,485,9.83
10995,495,9.84
10996,479,9.81
10997,497,9.83
10998,498,9.82
10999,486,9.8
11000,467,9.82
11000,470,9.84
11000,463,9.78
11001,459,9.84
11004,496,9.81
11005,503,9.8
11006,505,9.83
11007,475,9.83
11008,491,9.85
11009,474,9.78
11010,498,9.79
11011,495,9.82
11012,480,9.8
11013,494,9.83
11014,475,9.8
11015,488,9.82
11016,488,9.85
11017,497,9.82
11018,508,9.82
11019,478,9.81
11020,470,9.82
11021,475,9.83
11022,505,9.83
11023,496,9.8
11024,505,9.7
11025,506,9.75
11026,508,9.76
11027,505,9.79
11028,500,9.79
11029,490,9.81
11030,493,9.78
11031,512,9.82
11032,506,9.83
11033,513,9.81
11034,514,9.8
11035,517,9.83
11036,511,9.8
11037,510,9.79
11038,510,9.85
11039,515,9.83
11040,503,9.81
11041,479,9.82
11042,488,9.83
11043,493,9.83
11044,471,9.8
11045,476,9.83
11046,494,9.79
11047,478,9.8
11048,488,9.83
11049,510,9.83
11050,508,9.79
11051,502,9.8
11052,507,9.81
11053,483,9.83
11054,475,9.8
11055,473,9.84
11056,466,9.8
11057,462,9.79
11058,471,9.78
11059,494,9.82
11060,479,9.79
11061,483,9.79
11062,503,9.82
11063,505,9.81
11064,502,9.8
11065,484,9.82
11066,497,9.83
11067,541,9.81
11068,521,9.78
11069,520,9.81
11070,494,9.83
11071,481,9.82
11072,463,9.81
11073,521,9.76
11074,492,9.73
11075,478,9.91
11076,502,9.79
11077,513,9.82
11078,521,9.83
11079,500,9.82
11080,514,9.84
11081,498,9.81
11082,490,9.79
11083,547,9.83
11084,522,9.84
11085,515,9.79
11086,510,9.83
11087,514,9.8
11088,516,9.77
11089,505,9.84
11090,489,9.82
11091,494,9.82
11092,551,9.83
11093,526,9.79
11094,523,9.82
11095,504,9.83
11096,481,9.84
11097,503,9.8
11098,490,9.8
11099,504,9.81
11100,493,9.79
11101,488,9.82
11102,478,9.81
11103,496,9.78
11104,509,9.78
11105,515,9.81
11106,509,9.81
11107,481,9.81
11108,500,9.8
11109,479,9.83
11110,479,9.84
11111,474,9.8
11112,494,9.81
11113,516,9.83
11114,482,9.84
11115,468,9.81
11116,477,9.82
11117,462,9.81
11118,466,9.8
11119,460,9.82
11120,494,9.82
11121,475,9.8
11122,482,9.8
11123,469,9.82
11124,505,9.78
11125,499,9.81
11126,477,9.79
11127,473,9.79
11128,471,9.79
11129,459,9.82
11130,456,9.8
11131,456,9.83
11132,489,9.8
11133,495,9.78
11134,502,9.83
11135,479,9.81
11136,471,9.8
11137,474,9.78
11138,508,9.81
11139,491,9.82
11140,473,9.82
11141,485,9.82
11142,489,9.82
11143,473,9.81
11144,539,9.82
11145,516,9.82
11146,518,9.8
11147,496,9.81
11148,485,9.84
11149,543,9.83
11150,527,9.78
11151,548,9.84
11152,504,9.83
11153,510,9.81
11154,497,9.79
11155,502,9.81
11156,509,9.83
11157,485,9.81
11158,481,9.81
11159,509,9.8
11160,497,9.82
11161,485,9.78
11162,498,9.83
11163,512,9.8
11164,484,9.82
11165,474,9.77
11166,445,9.81
11167,492,9.8
11168,505,9.83
11169,481,9.84
11170,510,9.81
11171,493,9.81
11172,503,9.81
11173,504,9.8
11174,510,9.85
11175,510,9.84
11176,508,9.81
11177,482,9.65
11178,492,9.68
11179,499,9.81
11180,505,9.85
11181,478,9.74
11182,478,9.86
11183,477,9.82
11184,492,9.81
11185,498,9.84
11186,513,9.81
11187,506,9.8
11188,497,9.96
11189,482,9.78
11190,475,9.78
11191,496,9.82
11192,504,9.74
11193,490,9.8
11194,494,9.84
11195,516,9.81
11196,487,9.85
11197,468,9.79
11198,461,9.82
11199,503,9.86
11200,487,9.79
11201,475,9.81
11202,463,9.79
11203,487,9.69
11204,500,9.79
11205,486,9.83
11206,496,9.8
11207,475,9.85
11208,480,9.88
11209,502,9.79
11210,497,9.78
11211,505,9.81
11212,488,9.82
11213,495,9.81
11214,477,9.83
11215,489,9.83
11216,505,9.84
11217,510,9.83
11218,480,9.82
11219,491,9.76
11220,473,9.88
11221,487,9.79
11222,486,9.82
11223,505,9.79
11224,489,9.81
11225,492,9.81
11226,478,9.84
11227,498,9.81
11228,498,9.86
11229,489,9.82
11230,488,9.86
11231,482,9.78
11232,499,9.85
11233,502,9.82
11234,499,9.82
11235,509,9.8
11236,510,9.8
11237,471,9.78
11238,467,9.81
11239,497,9.69
11240,507,9.75
11241,493,9.78
11242,486,9.83
11243,498,9.85
11244,508,9.98
11245,509,9.83
11246,495,9.81
11247,493,9.9
11248,510,9.82
11249,494,9.69
11250,486,9.77
11251,502,9.8
11252,493,9.91
11253,494,9.76
11254,505,9.8
11255,499,9.76
11256,475,9.8
11257,484,9.83
11258,478,9.8
11259,488,9.83
11260,504,9.8
11261,487,9.81
11262,476,9.81
11263,488,9.83
11264,479,9.81
11265,483,9.85
11266,502,9.77
11267,496,9.84
11268,514,9.8
11269,495,9.81
11270,488,9.81
11271,469,9.76
11272,502,9.81
11273,487,9.82
11274,473,9.85
11275,487,9.83
11276,474,9.87
11277,478,9.79
11278,497,9.81
11279,504,9.81
11280,479,9.79
11281,462,9.81
11282,469,9.82
11283,473,9.82
11284,495,9.86
11285,509,9.84
11286,479,9.83
11287,489,9.79
11288,499,9.84
11289,477,9.81
11290,509,9.83
11291,505,9.91
11292,506,9.97
11293,504,9.94
11294,482,9.79
11295,480,9.75
11296,477,9.85
11297,489,9.82
11298,471,9.77
11299,483,9.79
11300,528,9.78
11301,518,9.81
11302,507,9.82
11303,482,9.84
11304,477,9.8
11305,467,9.82
11306,490,9.82
11307,475,9.8
11308,468,9.82
11309,480,9.79
11310,491,9.82
11311,504,9.82
11312,509,9.79
11313,489,9.81
11314,494,9.84
11315,471,9.81
11316,486,9.82
11317,482,9.8
11318,498,9.83
11319,493,9.82
11320,506,9.82
11321,483,9.84
11322,483,9.8
11323,509,9.82
11324,506,9.82
11325,486,9.95
11326,505,9.75
11327,504,9.82
11328,489,9.8
11329,501,9.75
11330,484,9.87
11331,486,9.74
11332,511,9.83
11333,503,9.75
11334,481,9.84
11335,505,9.81
11336,498,9.86
11337,482,9.78
11338,495,9.79
11339,482,9.76
11340,464,9.82
11341,483,9.81
11342,519,9.83
11343,503,9.84
11344,474,9.85
11345,489,9.82
11346,502,9.84
11347,502,9.81
11348,477,9.82
11349,490,10.37
11350,497,9.75
11351,503,9.78
11352,504,9.81
11353,491,9.79
11354,503,9.81
11355,476,9.79
11356,473,9.82
11357,464,9.82
11358,494,9.81
11359,479,9.82
11360,486,9.83
11361,482,9.81
11362,464,9.8
11363,472,9.82
11364,469,9.84
11365,458,9.8
11366,469,9.81
11367,476,9.85
11368,501,9.83
11369,499,9.82
11370,532,9.82
11371,518,9.85
11372,522,9.8
11373,494,9.8
11374,504,9.82
11375,523,9.79
11376,511,9.8
11377,508,9.81
11378,498,9.83
11379,505,9.81
11380,496,9.82
11381,508,9.8
11382,503,9.79
11383,509,9.8
11384,497,9.81
11385,509,9.81
11386,512,9.84
11387,483,9.79
11388,485,9.8
11389,494,9.79
11390,483,9.83
11391,504,9.81
11392,500,9.82
11393,484,9.81
11394,484,9.84
11395,510,9.8
11396,508,9.82
11397,500,9.81
11398,496,9.8
11399,495,9.8
11400,470,9.81
11401,482,9.81
11402,473,9.78
11403,490,9.81
11404,508,9.8
11405,509,9.84
11406,517,9.8
11407,484,9.82
11408,497,9.8
11409,488,9.81
11410,516,9.81
11411,491,9.83
11412,490,9.8
11413,493,9.83
11414,486,9.8
11415,517,9.81
11416,500,9.81
11417,474,9.81
11418,477,9.83
11419,461,9.83
11420,513,9.83
11421,512,9.8
11422,508,9.85
11423,467,9.85
11424,457,9.79
11425,486,9.81
11426,487,9.86
11427,505,9.83
11428,504,9.83
11429,459,9.81
11430,480,9.8
11431,483,9.82
11432,475,9.8
11433,486,9.8
11434,483,9.8
11435,491,9.82
11436,506,9.79
11437,485,9.82
11438,478,9.84
11439,492,9.84
11440,478,9.79
11441,467,9.81
11442,495,9.8
11443,472,9.8
11444,480,9.83
11445,499,9.81
11446,479,9.83
11447,479,9.8
11448,495,9.78
11449,489,9.8
11450,471,9.81
11451,487,9.8
11452,497,9.83
11453,505,9.81
11454,492,9.8
11455,515,9.83
11456,485,9.83
11457,497,9.81
11458,495,9.79
11459,513,9.79
11460,494,9.83
11461,489,9.81
11462,502,9.81
11463,475,9.79
11464,485,9.8
11465,470,9.81
11466,482,9.82
11467,480,9.8
11468,486,9.83
11469,480,9.8
11470,495,9.8
11471,466,9.81
11472,483,9.8
11473,495,9.82
11474,495,9.81
11475,481,9.82
11476,483,9.79
11477,496,9.82
11477,477,9.83
11479,473,9.81
11480,507,9.83
11481,504,9.8
11482,502,9.83
11483,492,9.78
11484,485,9.8
11485,482,9.8
11486,501,9.8
11487,483,9.81
11488,485,9.83
11489,545,9.81
11490,515,9.82
11491,509,9.83
11492,484,9.81
11493,485,9.82
11494,512,9.83
11495,499,9.81
11496,480,9.83
11497,500,9.84
11498,508,9.8
11499,511,9.81
11500,494,9.83
11501,477,9.81
11502,486,9.79
11503,515,9.85
11504,508,9.79
11505,522,9.79
11506,484,9.83
11507,499,9.79
11508,480,9.83
11509,466,9.79
11510,477,9.83
11511,493,9.81
11512,498,9.8
11513,516,9.8
11514,501,9.82
11515,505,9.79
11516,506,9.81
11517,501,9.8
11518,484,9.83
11519,496,9.79
11520,504,9.8
11521,490,9.8
11522,460,9.8
11523,499,9.82
11524,495,9.82
11525,482,9.84
11526,482,9.81
11527,518,9.8
11528,508,9.79
11529,522,9.82
11530,502,9.77
11531,523,9.81
11532,499,9.82
11533,491,9.79
11534,481,9.8
11535,498,9.83
11536,480,9.8
11537,524,9.82
11538,506,9.83
11539,506,9.81
11540,513,9.79
11541,499,9.79
11542,485,9.81
11543,497,9.82
11544,478,9.82
11545,487,9.81
11546,470,9.82
11547,457,9.82
11548,462,9.8
11549,480,9.82
11550,477,9.79
11551,496,9.82
11552,473,9.82
11553,469,9.84
11554,468,9.78
11555,487,9.81
11556,486,9.84
11557,473,9.86
11558,488,9.79
11559,483,9.82
11560,496,9.8
11561,506,9.8
11562,507,9.81
11563,479,9.82
11564,497,9.81
11565,472,9.82
11566,461,9.81
11567,454,9.82
11568,478,9.77
11569,497,9.78
11570,509,9.83
11571,480,9.81
11572,511,9.82
11573,521,9.81
11574,484,9.81
11575,480,9.83
11576,496,9.8
11577,490,9.82
11578,486,9.83
11579,473,9.82
11580,491,9.82
11581,468,9.8
11582,488,9.8
11583,473,9.82
11584,489,9.82
11585,474,9.8
11586,490,9.8
11587,509,9.83
11588,508,9.82
11589,479,9.81
11590,474,9.78
11591,490,9.79
11592,496,9.85
11593,510,9.81
11594,489,9.83
11595,482,9.84
11596,499,9.79
11597,504,9.83
11598,512,9.8
11599,503,9.82
11600,478,9.84
11601,526,9.79
11602,511,9.81
11603,517,9.82
11604,511,9.79
11605,507,9.82
11606,503,9.81
11607,493,9.83
11608,478,9.82
11609,488,9.8
11610,476,9.82
11611,515,9.83
11612,503,9.78
11613,507,9.79
11614,492,9.85
11615,504,9.78
11616,504,9.79
11617,509,9.79
11618,502,9.85
11619,476,9.82
11620,501,9.8
11621,496,9.8
11622,476,9.78
11623,493,9.8
11624,543,9.79
11625,498,9.8
11626,485,9.79
11627,468,9.81
11628,495,9.8
11629,484,9.78
11630,501,9.8
11631,523,9.81
11632,494,9.81
11633,470,9.8
11634,496,9.83
11635,479,9.81
11636,495,9.81
11637,501,9.81
11638,496,9.82
11639,488,9.81
11640,487,9.82
11641,511,9.83
11642,489,9.84
11643,478,9.79
11644,513,9.82
11645,480,9.78
11646,475,9.82
11647,475,9.82
11648,507,9.79
11649,496,9.81
11650,484,9.8
11651,496,9.78
11652,503,9.78
11653,484,9.81
11654,548,9.8
11655,512,9.81
11656,541,9.81
11657,489,9.82
11658,507,9.79
11659,512,9.81
11660,499,9.83
11661,504,9.84
11662,480,9.83
11663,471,9.81
11664,483,9.82
11665,476,9.81
11666,493,9.81
11667,498,9.82
11668,482,9.83
11669,500,9.83
11670,503,9.8
11671,491,9.81
11672,477,9.8
11673,495,9.83
11674,494,9.83
11675,500,9.81
11676,476,9.79
11677,495,9.82
11678,485,9.85
11679,567,9.8
11680,523,9.82
11681,499,9.8
11682,504,9.79
11683,487,9.81
11684,498,9.85
11685,527,9.81
11686,492,9.79
11687,505,9.81
11688,486,9.85
11689,489,9.78
11690,480,9.82
11691,496,9.82
11692,479,9.81
11693,486,9.79
11694,499,9.82
11695,478,9.81
11696,477,9.84
11697,471,9.78
11698,496,9.79
11699,485,9.8
11700,479,9.81
11701,471,9.82
11702,491,9.82
11703,498,9.84
11704,508,9.8
11705,513,9.78
11706,485,9.81
11707,497,9.82
11708,491,9.84
11709,483,9.78
11710,502,9.84
11711,498,9.81
11712,473,9.78
11713,474,9.84
11714,491,9.82
11715,550,9.81
11716,531,9.8
11717,517,9.79
11718,481,9.79
11719,506,9.8
11720,511,9.77
11721,505,9.81
11722,504,9.78
11723,504,9.83
11724,523,9.83
11725,510,9.82
11726,512,9.78
11727,505,9.84
11728,506,9.79
11729,507,9.83
11730,505,9.82
11731,505,9.8
11732,550,9.82
11733,518,9.79
11734,506,9.8
11735,482,9.82
11736,457,9.84
11737,453,9.81
11738,512,9.78
11739,497,9.81
11740,485,9.81
11741,473,9.82
11742,464,9.79
11743,508,9.81
11744,506,9.81
11745,491,9.79
11746,483,9.78
11747,480,9.82
11748,489,9.82
11749,510,9.83
11750,497,9.79
11751,474,9.8
11752,502,9.83
11753,511,9.81
11754,499,9.79
11755,528,9.82
11756,524,9.82
11757,498,9.8
11758,491,9.8
11759,503,9.84
11760,488,9.82
11761,455,9.86
11762,497,9.81
11763,481,9.81
11764,488,9.83
11765,506,9.79
11766,500,9.82
11767,481,9.82
11768,483,9.85
11769,477,9.83
11770,484,9.79
11771,466,9.83
11772,500,9.8
11773,512,9.81
11774,516,9.79
11775,509,9.81
11776,518,9.81
11777,500,9.83
11778,514,9.78
11779,490,9.81
11780,479,9.79
11781,474,9.81
11782,502,9.85
11783,485,9.8
11784,487,9.83
11785,477,9.83
11786,499,9.79
11787,500,9.8
11788,528,9.81
11789,524,9.81
11790,500,9.82
11791,490,9.83
11792,526,9.8
11793,518,9.79
11794,524,9.79
11795,515,9.81
11796,496,9.78
11797,486,9.82
11798,473,9.79
11799,491,9.8
11800,489,9.81
11801,490,9.81
11802,504,9.8
11803,472,9.81
11804,483,9.8
11805,502,9.83
11806,503,9.81
11807,486,9.84
11808,502,9.79
11809,523,9.81
11810,504,9.83
11811,502,9.79
11812,488,9.81
11813,504,9.81
11814,497,9.81
11815,555,9.83
11816,499,9.84
11817,481,9.84
11818,499,9.82
11819,481,9.83
11820,463,9.82
11821,494,9.81
11822,471,9.83
11823,482,9.8
11824,495,9.83
11825,500,9.8
11826,483,9.78
11827,488,9.81
11828,507,9.79
11829,478,9.82
11830,487,9.81
11831,474,9.81
11832,479,9.79
11833,503,9.8
11834,496,9.83
11835,497,9.8
11836,497,9.78
11837,479,9.81
11838,488,9.85
11839,470,9.81
11840,496,9.8
11841,510,9.84
11842,501,9.82
11843,480,9.81
11844,488,9.8
11845,449,9.81
11846,471,9.79
11847,516,9.8
11848,495,9.85
11849,495,9.82
11850,480,9.81
11851,460,9.82
11852,496,9.86
11853,484,9.8
11854,473,9.79
11855,467,9.78
11856,483,9.77
11857,465,9.82
11858,465,9.8
11859,505,9.84
11860,498,9.85
11861,484,9.8
11862,495,9.79
11863,503,9.82
11864,478,9.83
11865,495,9.81
11866,496,9.83
11867,480,9.8
11868,482,9.82
11869,445,9.83
11870,470,9.82
11871,501,9.82
11872,510,9.82
11873,479,9.83
11874,462,9.81
11875,482,9.8
11876,504,9.8
11877,492,9.82
11878,496,9.79
11879,497,9.79
11880,507,9.8
11881,500,9.82
11882,501,9.83
11883,493,9.84
11884,551,9.82
11885,512,9.83
11886,495,9.83
11887,469,9.79
11888,483,9.82
11889,468,9.81
11890,486,9.81
11891,528,9.8
11892,483,9.83
11893,468,9.81
11894,477,9.81
11895,519,9.83
11896,513,9.79
11897,498,9.81
11897,510,9.82
11899,490,9.81
11900,495,9.83
11901,496,9.84
11902,486,9.81
11903,486,9.84
11904,497,9.8
11905,496,9.82
11906,509,9.82
11907,513,9.84
11908,504,9.8
11909,479,9.81
11910,488,9.78
11911,472,9.8
11912,487,9.82
11913,499,9.8
11914,500,9.84
11915,484,9.82
11916,486,9.8
11917,478,9.85
11918,496,9.8
11919,512,9.82
11920,503,9.81
11921,495,9.82
11922,470,9.82
11923,500,9.82
11924,499,9.8
11925,493,9.81
11926,471,9.83
11927,484,9.82
11928,521,9.84
11929,489,9.81
11930,491,9.83
11931,502,9.79
11932,517,9.82
11933,506,9.8
11934,486,9.83
11935,467,9.81
11936,466,9.75
11937,490,9.79
11938,514,9.8
11939,512,9.83
11940,490,9.79
11941,493,9.8
11942,476,9.83
11943,490,9.82
11944,504,9.77
11945,512,9.8
11946,505,9.82
11947,509,9.79
11948,489,9.78
11949,498,9.81
11950,493,9.82
11951,512,9.81
11952,484,9.8
11953,482,9.85
11954,500,9.82
11955,482,9.82
11956,487,9.82
11957,504,9.82
11958,511,9.79
11959,495,9.8
11960,495,9.85
11961,495,9.83
11962,506,9.79
11963,483,9.82
11964,491,9.83
11965,469,9.82
11966,523,9.82
11967,509,9.8
11968,506,9.79
11969,518,9.82
11970,508,9.83
11971,510,9.79
11972,502,9.82
11973,503,9.83
11974,499,9.81
11975,506,9.83
11976,505,9.74
11977,486,9.81
11978,497,9.85
11979,470,9.8
11980,464,9.8
11981,496,9.83
11982,486,9.78
11983,475,9.8
11984,506,9.8
11985,492,9.84
11986,490,9.81
11987,482,9.8
11988,484,9.81
11989,470,9.82
11990,450,9.8
11991,514,9.79
11992,480,9.82
11993,500,9.81
11994,519,9.82
11995,498,9.84
11996,483,9.78
11997,481,9.8
11998,493,9.83
11999,512,9.78
12000,525,9.82
12000,516,9.82
12001,524,9.83
12003,505,9.84
12004,504,9.81
12005,505,9.84
12006,509,9.83
12007,506,9.81
12008,506,9.78
12009,512,9.83
12010,538,9.8
12011,520,9.83
12012,509,9.81
12013,486,9.81
12014,479,9.81
12015,487,9.84
12016,528,9.83
12017,487,9.81
12018,482,9.82
12019,482,9.81
12020,507,9.82
12021,464,9.77
12022,497,9.77
12023,506,9.83
12024,495,9.82
12025,512,9.81
12026,498,9.81
12027,485,9.83
12028,513,9.81
12029,509,9.82
12030,487,9.81
12031,497,9.85
12032,512,9.81
12033,507,9.78
12034,472,9.85
12035,492,9.79
12036,508,9.82
12037,491,9.79
12038,505,9.8
12039,500,9.8
12040,480,9.84
12041,497,9.79
12042,501,9.83
12043,492,9.85
12044,487,9.81
12045,498,9.83
12046,479,9.82
12047,500,9.85
12048,503,9.83
12049,482,9.83
12050,498,9.82
12051,505,9.81
12052,480,9.82
12053,485,9.79
12054,500,9.86
12055,512,9.8
12056,499,9.84
12057,496,9.82
12058,484,9.8
12059,490,9.79
12060,468,9.82
12061,465,9.83
12062,498,9.81
12063,504,9.81
12064,501,9.82
12065,471,9.8
12066,493,9.81
12067,483,9.78
12068,481,9.84
12069,502,9.81
12070,487,9.77
12071,495,9.85
12072,472,9.82
12073,483,9.82
12074,490,9.8
12075,469,9.81
12076,510,9.8
12077,504,9.78
12078,483,9.81
12079,469,9.82
12080,464,9.83
12081,495,9.81
12082,482,9.82
12083,474,9.8
12084,460,9.79
12085,460,9.81
12086,455,9.81
12087,468,9.82
12088,496,9.79
12089,466,9.8
12090,487,9.8
12091,475,9.81
12092,488,9.82
12093,538,9.8
12094,512,9.8
12095,484,9.82
12096,470,9.79
12097,482,9.81
12098,479,9.79
12099,489,9.81
12100,504,9.81
12101,509,9.82
12102,482,9.78
12103,502,9.81
12104,511,9.8
12105,489,9.84
12106,524,9.82
12107,521,9.82
12108,508,9.83
12109,484,9.83
12110,547,9.8
12111,509,9.81
12112,512,9.84
12113,486,9.8
12114,471,9.83
12115,493,9.79
12116,541,9.8
12117,532,9.84
12118,523,9.78
12119,475,9.81
12120,503,9.81
12121,485,9.85
12122,479,9.82
12123,503,9.83
12124,517,9.78
12125,481,9.83
12126,469,9.81
12127,471,9.8
12128,474,9.83
12129,496,9.79
12130,505,9.83
12131,481,9.77
12132,495,9.81
12133,542,9.81
12134,520,9.8
12135,495,9.81
12136,472,9.82
12137,473,9.8
12138,502,9.81
12139,531,9.85
12140,517,9.84
12141,511,9.82
12142,512,9.81
12143,512,9.81
12144,480,9.79
12145,477,9.82
12146,480,9.83
12147,496,9.8
12148,503,9.82
12149,485,9.8
12150,496,9.83
12151,481,9.79
12152,503,9.83
12153,500,9.8
12154,508,9.8
12155,485,9.84
12156,497,9.83
12157,470,9.83
12158,456,9.82
12159,457,9.81
12160,507,9.81
12161,485,9.81
12162,489,9.83
12163,501,9.81
12164,473,9.82
12165,490,9.78
12166,506,9.8
12167,482,9.8
12168,473,9.81
12169,467,9.83
12170,465,9.79
12171,480,9.83
12172,499,9.82
12173,498,9.83
12174,515,9.81
12175,488,9.84
12176,489,9.82
12177,493,9.83
12178,507,9.84
12179,499,9.78
12180,476,9.81
12181,494,9.82
12182,513,9.82
12183,506,9.8
12184,502,9.84
12185,487,9.81
12186,478,9.83
12187,510,9.8
12188,496,9.81
12189,503,9.77
12190,485,9.79
12191,484,9.83
12192,457,9.8
12193,491,9.83
12194,499,9.81
12195,485,9.8
12196,491,9.8
12197,494,9.82
12198,483,9.81
12199,503,9.81
12200,504,9.82
12201,513,9.83
12202,484,9.83
12203,487,9.82
12204,470,9.8
12205,488,9.81
12206,493,9.8
12207,481,9.82
12208,484,9.83
12209,469,9.79
12210,474,9.8
12211,448,9.83
12212,518,9.81
12213,504,9.8
12214,505,9.76
12215,512,9.79
12216,488,9.84
12217,488,9.81
12218,541,9.82
12219,508,9.82
12220,490,9.79
12221,483,9.8
12222,490,9.81
12223,485,9.82
12224,476,9.8
12225,461,9.81
12226,456,9.82
12227,497,9.8
12228,488,9.79
12229,500,9.79
12230,510,9.83
12231,480,9.82
12232,491,9.81
12233,481,9.81
12234,464,9.82
12235,454,9.8
12236,495,9.79
12237,479,9.82
12238,486,9.81
12239,482,9.81
12240,507,9.82
12241,491,9.8
12242,494,9.81
12243,490,9.79
12244,509,9.82
12245,507,9.81
12246,489,9.81
12247,484,9.82
12248,495,9.81
12249,475,9.8
12250,490,9.81
12251,506,9.82
12252,495,9.82
12253,510,9.82
12254,486,9.81
12255,485,9.83
12256,472,9.81
12257,511,9.8
12258,505,9.82
12259,490,9.79
12260,454,9.81
12261,434,9.83
12262,494,9.82
12263,479,9.82
12264,499,9.85
12265,511,9.8
12266,486,9.8
12267,486,9.83
12268,479,9.79
12269,462,9.82
12270,477,9.79
12271,486,9.81
12272,496,9.83
